"","rt","rt_in_ms","correct","speed_condition","difficulty","code","tutorial","subject_nr"
"171",0.48067479999736,480.67479999736,"1",1,0,"li1999no",0,1
"172",0.400048800045624,400.048800045624,"1",1,0,"li1999no",0,1
"173",0.396229299949482,396.229299949482,"1",1,0,"li1999no",0,1
"174",0.461396400001831,461.396400001831,"1",1,0,"li1999no",0,1
"175",0.446684600086883,446.684600086883,"1",1,0,"li1999no",0,1
"176",0.627585900016129,627.585900016129,"1",1,0,"li1999no",0,1
"177",0.728047100012191,728.047100012191,"1",0,0,"li1999no",0,1
"178",0.419362999964505,419.362999964505,"1",0,0,"li1999no",0,1
"179",0.436677900026552,436.677900026552,"1",0,0,"li1999no",0,1
"180",0.503549400018528,503.549400018528,"1",0,0,"li1999no",0,1
"181",0.407451500068419,407.451500068419,"1",0,0,"li1999no",0,1
"182",0.418957300018519,418.957300018519,"1",0,0,"li1999no",0,1
"183",0.543701399932615,543.701399932615,"1",0,0,"li1999no",0,1
"184",0.54800680000335,548.00680000335,"1",0,0,"li1999no",0,1
"185",0.419922800036147,419.922800036147,"1",0,1,"li1999no",0,1
"186",0.406780300079845,406.780300079845,"1",0,1,"li1999no",0,1
"187",0.506155799957924,506.155799957924,"1",0,1,"li1999no",0,1
"188",0.499902899959125,499.902899959125,"1",0,1,"li1999no",0,1
"189",0.48097090004012,480.97090004012,"1",0,1,"li1999no",0,1
"190",0.442565099918284,442.565099918284,"1",0,1,"li1999no",0,1
"191",0.539663800038397,539.663800038397,"1",0,1,"li1999no",0,1
"192",0.565485600032844,565.485600032844,"0",0,1,"li1999no",0,1
"193",0.419769800035283,419.769800035283,"1",0,2,"li1999no",0,1
"194",0.541603500023484,541.603500023484,"1",0,2,"li1999no",0,1
"195",0.511848900001496,511.848900001496,"1",0,2,"li1999no",0,1
"196",0.887493700021878,887.493700021878,"1",0,2,"li1999no",0,1
"197",0.718686999985948,718.686999985948,"1",0,2,"li1999no",0,1
"198",0.603049900033511,603.049900033511,"1",0,2,"li1999no",0,1
"199",0.737711400026456,737.711400026456,"1",0,2,"li1999no",0,1
"200",1.01120130007621,1011.20130007621,"0",0,2,"li1999no",0,1
"201",0.957900500041433,957.900500041433,"1",0,3,"li1999no",0,1
"202",1.08626510004979,1086.26510004979,"1",0,3,"li1999no",0,1
"203",1.67654570005834,1676.54570005834,"0",0,3,"li1999no",0,1
"204",0.83638249989599,836.38249989599,"0",0,3,"li1999no",0,1
"205",0.702241000020877,702.241000020877,"1",0,3,"li1999no",0,1
"206",0.711639399989508,711.639399989508,"0",0,3,"li1999no",0,1
"207",0.84310080006253,843.10080006253,"1",0,3,"li1999no",0,1
"208",0.851238800096326,851.238800096326,"1",0,3,"li1999no",0,1
"209",0.862706699990667,862.706699990667,"1",0,3,"li1999no",0,1
"210",0.845915899961255,845.915899961255,"0",0,3,"li1999no",0,1
"211",1.15714280004613,1157.14280004613,"1",0,3,"li1999no",0,1
"212",1.04803730000276,1048.03730000276,"0",0,3,"li1999no",0,1
"213",1.20753929996863,1207.53929996863,"1",0,3,"li1999no",0,1
"214",1.15608900005464,1156.08900005464,"0",0,3,"li1999no",0,1
"215",0.74043210002128,740.43210002128,"1",0,3,"li1999no",0,1
"216",1.39545429998543,1395.45429998543,"1",0,3,"li1999no",0,1
"217",1.70286000007764,1702.86000007764,"1",0,2,"li1999no",0,1
"218",1.63871099997777,1638.71099997777,"1",0,2,"li1999no",0,1
"219",1.38088069995865,1380.88069995865,"1",0,2,"li1999no",0,1
"220",1.54826039995532,1548.26039995532,"0",0,2,"li1999no",0,1
"221",1.01094369997736,1010.94369997736,"1",0,2,"li1999no",0,1
"222",1.45718559995294,1457.18559995294,"1",0,2,"li1999no",0,1
"223",1.6158860999858,1615.8860999858,"1",0,2,"li1999no",0,1
"224",1.45009810000192,1450.09810000192,"1",0,2,"li1999no",0,1
"225",0.757306800107472,757.306800107472,"1",1,0,"li1999no",0,1
"226",0.456829500035383,456.829500035383,"1",1,0,"li1999no",0,1
"227",0.82622759998776,826.22759998776,"1",1,0,"li1999no",0,1
"228",0.480606200057082,480.606200057082,"1",1,0,"li1999no",0,1
"229",0.417076400015503,417.076400015503,"1",1,0,"li1999no",0,1
"230",0.315611899946816,315.611899946816,"1",1,0,"li1999no",0,1
"231",0.492856499971822,492.856499971822,"1",1,0,"li1999no",0,1
"232",0.392578299972229,392.578299972229,"1",1,0,"li1999no",0,1
"233",0.403148100012913,403.148100012913,"1",1,0,"li1999no",0,1
"234",0.496821100008674,496.821100008674,"1",1,0,"li1999no",0,1
"235",0.372007500031032,372.007500031032,"1",1,0,"li1999no",0,1
"236",0.418930599931628,418.930599931628,"1",1,0,"li1999no",0,1
"237",0.436345300055109,436.345300055109,"1",1,0,"li1999no",0,1
"238",0.450045500067063,450.045500067063,"1",1,0,"li1999no",0,1
"239",0.485722999903373,485.722999903373,"1",1,0,"li1999no",0,1
"240",0.349042800022289,349.042800022289,"1",1,0,"li1999no",0,1
"241",0.427217000047676,427.217000047676,"1",1,1,"li1999no",0,1
"242",0.438166499952786,438.166499952786,"1",1,1,"li1999no",0,1
"243",0.512645599897951,512.645599897951,"1",1,1,"li1999no",0,1
"244",0.383986599976197,383.986599976197,"1",1,1,"li1999no",0,1
"245",0.439346800092608,439.346800092608,"0",1,1,"li1999no",0,1
"246",0.479456599918194,479.456599918194,"1",1,1,"li1999no",0,1
"247",0.396268300013617,396.268300013617,"1",1,1,"li1999no",0,1
"248",0.416623099939898,416.623099939898,"1",1,1,"li1999no",0,1
"249",0.540252499980852,540.252499980852,"1",1,2,"li1999no",0,1
"250",0.786049699992873,786.049699992873,"0",1,2,"li1999no",0,1
"251",0.444020500057377,444.020500057377,"0",1,2,"li1999no",0,1
"252",0.793678399990313,793.678399990313,"1",1,2,"li1999no",0,1
"253",0.497404900030233,497.404900030233,"0",1,2,"li1999no",0,1
"254",0.702185299945995,702.185299945995,"1",1,2,"li1999no",0,1
"255",0.56117710005492,561.17710005492,"1",1,2,"li1999no",0,1
"256",0.605327500030398,605.327500030398,"1",1,2,"li1999no",0,1
"257",0.460814199992456,460.814199992456,"1",1,1,"li1999no",0,1
"258",0.547455499996431,547.455499996431,"1",1,1,"li1999no",0,1
"259",0.409949299995787,409.949299995787,"1",1,1,"li1999no",0,1
"260",0.433235600008629,433.235600008629,"1",1,1,"li1999no",0,1
"261",0.360444699996151,360.444699996151,"1",1,1,"li1999no",0,1
"262",0.418577800039202,418.577800039202,"1",1,1,"li1999no",0,1
"263",0.588313899934292,588.313899934292,"1",1,1,"li1999no",0,1
"264",0.425392400007695,425.392400007695,"1",1,1,"li1999no",0,1
"265",0.362216799985617,362.216799985617,"1",1,0,"li1999no",0,1
"266",0.307237599976361,307.237599976361,"1",1,0,"li1999no",0,1
"267",0.604304899927229,604.304899927229,"1",1,0,"li1999no",0,1
"268",0.381790299899876,381.790299899876,"1",1,0,"li1999no",0,1
"269",0.345335699967109,345.335699967109,"1",1,0,"li1999no",0,1
"270",0.458057200070471,458.057200070471,"1",1,0,"li1999no",0,1
"271",0.403747799922712,403.747799922712,"1",1,0,"li1999no",0,1
"272",0.421491999994032,421.491999994032,"1",1,0,"li1999no",0,1
"273",0.74596680002287,745.96680002287,"1",0,0,"li1999no",0,1
"274",0.439276299905032,439.276299905032,"1",0,0,"li1999no",0,1
"275",0.373585099936463,373.585099936463,"1",0,0,"li1999no",0,1
"276",0.34844170010183,348.44170010183,"1",0,0,"li1999no",0,1
"277",0.456486499984749,456.486499984749,"1",0,0,"li1999no",0,1
"278",0.456710699945688,456.710699945688,"1",0,0,"li1999no",0,1
"279",0.428886499954388,428.886499954388,"1",0,0,"li1999no",0,1
"280",0.395350100006908,395.350100006908,"1",0,0,"li1999no",0,1
"281",0.515240999986418,515.240999986418,"1",0,1,"li1999no",0,1
"282",0.436474299989641,436.474299989641,"1",0,1,"li1999no",0,1
"283",0.449483099975623,449.483099975623,"1",0,1,"li1999no",0,1
"284",0.553450800012797,553.450800012797,"1",0,1,"li1999no",0,1
"285",0.613044600002468,613.044600002468,"1",0,1,"li1999no",0,1
"286",0.543002099962905,543.002099962905,"1",0,1,"li1999no",0,1
"287",0.514244399964809,514.244399964809,"1",0,1,"li1999no",0,1
"288",0.413587899995036,413.587899995036,"1",0,1,"li1999no",0,1
"289",0.485033700009808,485.033700009808,"1",0,0,"li1999no",0,1
"290",0.462218999979086,462.218999979086,"1",0,0,"li1999no",0,1
"291",0.472430699970573,472.430699970573,"1",0,0,"li1999no",0,1
"292",0.495947899995372,495.947899995372,"1",0,0,"li1999no",0,1
"293",0.514970200019889,514.970200019889,"1",0,0,"li1999no",0,1
"294",0.51656819996424,516.56819996424,"1",0,0,"li1999no",0,1
"295",0.440856399945915,440.856399945915,"1",0,0,"li1999no",0,1
"296",0.556080600013956,556.080600013956,"1",0,0,"li1999no",0,1
"297",0.531409000046551,531.409000046551,"1",0,0,"li1999no",0,1
"298",0.381990700028837,381.990700028837,"1",0,0,"li1999no",0,1
"299",0.408173199975863,408.173199975863,"1",0,0,"li1999no",0,1
"300",0.419529699953273,419.529699953273,"1",0,0,"li1999no",0,1
"301",0.416199500090443,416.199500090443,"1",0,0,"li1999no",0,1
"302",0.363734100013971,363.734100013971,"1",0,0,"li1999no",0,1
"303",0.409586600027978,409.586600027978,"1",0,0,"li1999no",0,1
"304",0.433844999992289,433.844999992289,"1",0,0,"li1999no",0,1
"305",0.415443000034429,415.443000034429,"1",0,1,"li1999no",0,1
"306",0.456291800015606,456.291800015606,"1",0,1,"li1999no",0,1
"307",0.649020100012422,649.020100012422,"1",0,1,"li1999no",0,1
"308",0.469309399952181,469.309399952181,"1",0,1,"li1999no",0,1
"309",0.692561300005764,692.561300005764,"1",0,1,"li1999no",0,1
"310",0.447019799961708,447.019799961708,"1",0,1,"li1999no",0,1
"311",0.372388899908401,372.388899908401,"0",0,1,"li1999no",0,1
"312",0.618937500054017,618.937500054017,"1",0,1,"li1999no",0,1
"313",0.772211999981664,772.211999981664,"1",0,2,"li1999no",0,1
"314",0.680663299979642,680.663299979642,"1",0,2,"li1999no",0,1
"315",0.516058499924839,516.058499924839,"1",0,2,"li1999no",0,1
"316",0.495974299963564,495.974299963564,"1",0,2,"li1999no",0,1
"317",0.446053600055166,446.053600055166,"1",0,2,"li1999no",0,1
"318",0.721338200033642,721.338200033642,"1",0,2,"li1999no",0,1
"319",0.502332899952307,502.332899952307,"0",0,2,"li1999no",0,1
"320",1.17400120000821,1174.00120000821,"1",0,2,"li1999no",0,1
"321",0.858739599934779,858.739599934779,"1",1,1,"li1999no",0,1
"322",0.523531200014986,523.531200014986,"1",1,1,"li1999no",0,1
"323",0.425031000049785,425.031000049785,"1",1,1,"li1999no",0,1
"324",0.409860900021158,409.860900021158,"1",1,1,"li1999no",0,1
"325",0.355404799920507,355.404799920507,"1",1,1,"li1999no",0,1
"326",0.468292100005783,468.292100005783,"1",1,1,"li1999no",0,1
"327",0.700612999964505,700.612999964505,"0",1,1,"li1999no",0,1
"328",0.43629940005485,436.29940005485,"1",1,1,"li1999no",0,1
"329",0.466603799955919,466.603799955919,"1",1,2,"li1999no",0,1
"330",0.423321100068279,423.321100068279,"1",1,2,"li1999no",0,1
"331",0.514625600073487,514.625600073487,"1",1,2,"li1999no",0,1
"332",0.461259200004861,461.259200004861,"1",1,2,"li1999no",0,1
"333",0.725670499959961,725.670499959961,"1",1,2,"li1999no",0,1
"334",0.572358899982646,572.358899982646,"1",1,2,"li1999no",0,1
"335",0.438474699971266,438.474699971266,"1",1,2,"li1999no",0,1
"336",0.403423300012946,403.423300012946,"1",1,2,"li1999no",0,1
"337",0.370597900007851,370.597900007851,"0",1,3,"li1999no",0,1
"338",0.70686419995036,706.86419995036,"1",1,3,"li1999no",0,1
"339",0.412975399987772,412.975399987772,"1",1,3,"li1999no",0,1
"340",0.387234499910846,387.234499910846,"1",1,3,"li1999no",0,1
"341",0.593492800020613,593.492800020613,"1",1,3,"li1999no",0,1
"342",0.511248500086367,511.248500086367,"0",1,3,"li1999no",0,1
"343",0.537753999931738,537.753999931738,"1",1,3,"li1999no",0,1
"344",0.632112599909306,632.112599909306,"1",1,3,"li1999no",0,1
"345",0.585740500013344,585.740500013344,"0",1,3,"li1999no",0,1
"346",0.544295799918473,544.295799918473,"0",1,3,"li1999no",0,1
"347",0.626958600012586,626.958600012586,"0",1,3,"li1999no",0,1
"348",0.612558900029399,612.558900029399,"0",1,3,"li1999no",0,1
"349",0.643390799988993,643.390799988993,"0",1,3,"li1999no",0,1
"350",0.572884700028226,572.884700028226,"0",1,3,"li1999no",0,1
"351",0.668627899955027,668.627899955027,"1",1,3,"li1999no",0,1
"352",0.585763899958692,585.763899958692,"1",1,3,"li1999no",0,1
"353",0.636962399934418,636.962399934418,"1",1,2,"li1999no",0,1
"354",0.688577300054021,688.577300054021,"1",1,2,"li1999no",0,1
"355",0.778819400002249,778.819400002249,"0",1,2,"li1999no",0,1
"356",0.551442899974063,551.442899974063,"1",1,2,"li1999no",0,1
"357",0.605477000004612,605.477000004612,"1",1,2,"li1999no",0,1
"358",0.554553600028157,554.553600028157,"1",1,2,"li1999no",0,1
"359",0.388000999926589,388.000999926589,"1",1,2,"li1999no",0,1
"360",0.423954199999571,423.954199999571,"1",1,2,"li1999no",0,1
"361",0.59078640001826,590.78640001826,"0",1,3,"li1999no",0,1
"362",0.795695999986492,795.695999986492,"0",1,3,"li1999no",0,1
"363",0.430190099985339,430.190099985339,"1",1,3,"li1999no",0,1
"364",0.468592400080524,468.592400080524,"1",1,3,"li1999no",0,1
"365",0.560120800044388,560.120800044388,"1",1,3,"li1999no",0,1
"366",0.490873600007035,490.873600007035,"1",1,3,"li1999no",0,1
"367",0.477783999987878,477.783999987878,"1",1,3,"li1999no",0,1
"368",0.434661100036465,434.661100036465,"0",1,3,"li1999no",0,1
"369",0.986763599910773,986.763599910773,"0",0,3,"li1999no",0,1
"370",0.817244899924845,817.244899924845,"0",0,3,"li1999no",0,1
"371",0.770010099979118,770.010099979118,"1",0,3,"li1999no",0,1
"372",0.852907699998468,852.907699998468,"1",0,3,"li1999no",0,1
"373",0.835439199930988,835.439199930988,"1",0,3,"li1999no",0,1
"374",1.05600670003332,1056.00670003332,"0",0,3,"li1999no",0,1
"375",1.00713969999924,1007.13969999924,"0",0,3,"li1999no",0,1
"376",0.868233200046234,868.233200046234,"0",0,3,"li1999no",0,1
"377",0.886102700023912,886.102700023912,"1",0,2,"li1999no",0,1
"378",0.785453399992548,785.453399992548,"1",0,2,"li1999no",0,1
"379",0.755130400066264,755.130400066264,"1",0,2,"li1999no",0,1
"380",1.11277380003594,1112.77380003594,"1",0,2,"li1999no",0,1
"381",0.690827600075863,690.827600075863,"1",0,2,"li1999no",0,1
"382",0.910060800029896,910.060800029896,"1",0,2,"li1999no",0,1
"383",0.787323400028981,787.323400028981,"1",0,2,"li1999no",0,1
"384",0.688709399895743,688.709399895743,"1",0,2,"li1999no",0,1
"385",1.00858660007361,1008.58660007361,"1",0,3,"li1999no",0,1
"386",0.907712599961087,907.712599961087,"1",0,3,"li1999no",0,1
"387",1.16681590001099,1166.81590001099,"0",0,3,"li1999no",0,1
"388",0.763092100038193,763.092100038193,"1",0,3,"li1999no",0,1
"389",0.89492250001058,894.92250001058,"1",0,3,"li1999no",0,1
"390",1.22301329998299,1223.01329998299,"1",0,3,"li1999no",0,1
"391",1.23429069994017,1234.29069994017,"1",0,3,"li1999no",0,1
"392",0.978199899895117,978.199899895117,"0",0,3,"li1999no",0,1
"393",1.20909610006493,1209.09610006493,"0",0,3,"li1999no",0,1
"394",0.974853699910454,974.853699910454,"1",0,3,"li1999no",0,1
"395",0.965818300028332,965.818300028332,"0",0,3,"li1999no",0,1
