"accuracy","anzahl_gruppen","avg_rt","blauetaste","block","code","correct","correct_colour","correct_response","correct1","correct2","correct3","count_bildstimulus_3_1","count_block","cutoff","datetime","difficulty","difficulty_f","erstebedingung","experiment_file","filename","height","id_geburtsort","id_jahr","id_vater","linketaste","logfile","loose1","loose2","loose3","orangenetaste","punkte1","punkteimblock","response","response_tasteresponse_3_1","response_time","response_time_tasteresponse_3_1","subject_nr","time_bildershuffle","time_bildstimulus_3_1","time_block","time_block_tut","time_blockwerte_zuruecksetzten","time_cutoff_werte_und_punkte_3_1","time_definecorrectcolour_3_1","time_eingabemaske_kuerzel_python","time_ende_tutorial_1","time_ende_experimentierungsphase","time_experiment","time_feedback_serie","time_feedback_tutorial","time_fixationcross_3_1","time_grauesbild_3_1","time_gruppe_block","time_gruppe_tutorial","time_instruktionen_block","time_instruktionen_tutorial_1","time_introduction_1","time_introduction_2_1","time_introduction_3_punkte","time_introduction_3_speed","time_introduction_4_accuracy","time_introduction_5_feedback","time_leertaste_fuer_naechsten_bildschirm","time_logger_3_1","time_loop_block","time_loop_block_tut","time_minifeedbacknegativ_acc","time_minifeedbacknegativ_speed_slow","time_minifeedbacknegativ_speed_slowandwrong","time_minifeedbacknegativ_speed_wrong","time_minifeedbackpositiv_acc","time_minifeedbackpositiv_speed","time_new_inline_script","time_pause_zwischen_serie_1","time_pause_zwischen_serie_2","time_reset_feedback","time_reset_feedback_1","time_sequenz_block","time_sequenz_block_tut","time_sequenz_block_tut_1","time_sequenz_gruppe","time_sequenz_gruppe_tut","time_sequenz_serie","time_serie","time_set_to_zero","time_start","time_tasteresponse_3_1","time_testloopprepareglitchtutorial","time_trial_3_1","time_tutorial","time_tutorial_ende","time_tutorial_wiederholungscheck","time_vorgeplaenkel","time_warnhinweis_3sek","time_warnhinweis_5sek","time_warnung_tutorial_1","total_correct","total_response_time","total_responses","tutorial","tutorialpunkte","geschlecht","alter","studiengang","bildungsabschluss","haendig1","haendig2","haendig3","haendig4","haendig_mean"
100,120,133725.832355545,"l","accuracy","ta1999ma","1","o","a","1","0","0",0,1,700,"Tue Mar 28 10:14:18 2023",3,"sehr schwer","speed","Experiment.osexp","Bild_s1_o_23.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",0,0,0,"a",5,5,"a","a",1681.12459999975,1681.12459999975,5,NA,395616.218900075,NA,378449.322800036,NA,397298.212100053,395306.677100016,17714.9353000568,NA,NA,6823.22620006744,NA,NA,395314.479500055,NA,NA,394627.488700091,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,397298.299100017,NA,394626.285400009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,394627.437100047,NA,NA,NA,6823.36819998454,395616.323100054,6823.40069999918,395306.450400036,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,9,1203532.49119991,9,1,0,1,23,"Physik",6,3,3,3,3,3
90,120,120556.807189994,"l","accuracy","ta1999ma","0","b","l","0","0","0",1,1,700,"Tue Mar 28 10:14:18 2023",3,"sehr schwer","speed","Experiment.osexp","Bild_s1_b_4.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",1,0,0,"a",-5,-5,"a","a",2035.58070003055,2035.58070003055,5,NA,398669.644800015,NA,378449.322800036,NA,400706.137400004,398360.531700077,17714.9353000568,NA,NA,6823.22620006744,NA,NA,398368.205100065,397637.962999986,NA,394627.488700091,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,400706.219000043,NA,394626.285400009,NA,NA,NA,NA,397336.678700056,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,394627.437100047,NA,NA,397631.841200055,6823.36819998454,398669.861100032,6823.40069999918,398360.439400072,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,9,1205568.07189994,10,1,0,1,23,"Physik",6,3,3,3,3,3
81.8181818181818,120,109700.227472719,"l","accuracy","ta1999ma","0","b","l","0","0","0",2,1,700,"Tue Mar 28 10:14:18 2023",2,"eher schwer","speed","Experiment.osexp","Bild_s2_b_11.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",1,0,0,"a",-15,-15,"a","a",1134.4302999787,1134.4302999787,5,NA,402162.863800069,NA,378449.322800036,NA,403298.508699983,401853.406000067,17714.9353000568,NA,NA,6823.22620006744,NA,NA,401861.182900029,401027.746399981,NA,401138.092700043,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,403298.611300066,NA,394626.285400009,400726.41880007,NA,NA,NA,397336.678700056,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,401137.965700007,NA,NA,401021.589300013,6823.36819998454,402163.055500016,6823.40069999918,401853.306400008,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,9,1206702.50219991,11,1,0,1,23,"Physik",6,3,3,3,3,3
75,120,100638.489558323,"l","accuracy","ta1999ma","0","b","l","0","0","0",3,1,700,"Tue Mar 28 10:14:18 2023",2,"eher schwer","speed","Experiment.osexp","Bild_s2_b_23.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",1,0,0,"a",-25,-25,"a","a",959.372499957681,959.372499957681,5,NA,404689.942200086,NA,378449.322800036,NA,405649.979799986,404380.517399986,17714.9353000568,NA,NA,6823.22620006744,NA,NA,404388.43000005,403616.528199986,NA,401138.092700043,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,405650.061900029,NA,394626.285400009,403315.314100008,NA,NA,NA,397336.678700056,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,401137.965700007,NA,NA,403610.476500005,6823.36819998454,404690.062500071,6823.40069999918,404380.427399999,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,9,1207661.87469987,12,1,0,1,23,"Physik",6,3,3,3,3,3
76.9230769230769,120,92982.608930754,"l","accuracy","ta1999ma","1","o","a","1","0","0",4,1,700,"Tue Mar 28 10:14:18 2023",1,"eher leicht","speed","Experiment.osexp","Bild_s3_o_25.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",0,0,0,"a",-20,-20,"a","a",1112.0413999306,1112.0413999306,5,NA,407081.29630005,NA,378449.322800036,NA,408194.087399985,406771.908099996,17714.9353000568,NA,NA,6823.22620006744,NA,NA,406779.946200084,405980.91230006,NA,406097.21919999,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,408194.171800045,NA,394626.285400009,405679.737000028,NA,NA,NA,397336.678700056,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,406097.084100009,NA,NA,405974.865600001,6823.36819998454,407081.402800046,6823.40069999918,406771.817400004,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,10,1208773.9160998,13,1,0,1,23,"Physik",6,3,3,3,3,3
78.5714285714286,120,86436.325542845,"l","accuracy","ta1999ma","1","b","l","1","0","0",5,1,700,"Tue Mar 28 10:14:18 2023",1,"eher leicht","speed","Experiment.osexp","Bild_s3_b_17.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",0,0,0,"a",-15,-15,"l","l",1334.64150002692,1334.64150002692,5,NA,409578.679900034,NA,378449.322800036,NA,410914.253700059,409269.137800089,17714.9353000568,NA,NA,6823.22620006744,NA,NA,409277.016700013,408527.46760007,NA,406097.21919999,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,410914.336899994,NA,394626.285400009,405679.737000028,NA,NA,NA,408226.072699996,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,406097.084100009,NA,NA,408521.315500024,6823.36819998454,409578.804700053,6823.40069999918,409269.047199981,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,11,1210108.55759983,14,1,0,1,23,"Physik",6,3,3,3,3,3
80,120,80763.9349666579,"l","accuracy","ta1999ma","1","b","l","1","0","0",6,1,700,"Tue Mar 28 10:14:18 2023",0,"sehr leicht","speed","Experiment.osexp","Bild_s4_b_17.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",0,0,0,"a",-10,-10,"l","l",1350.46690003946,1350.46690003946,5,NA,412363.187000039,NA,378449.322800036,NA,413715.153899975,412053.527700016,17714.9353000568,NA,NA,6823.22620006744,NA,NA,412061.754200025,411249.508399982,NA,411360.845800024,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,413715.241000056,NA,394626.285400009,405679.737000028,NA,NA,NA,410946.343100048,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,411360.726800049,NA,NA,411241.736400058,6823.36819998454,412363.286599983,6823.40069999918,412053.438600036,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,12,1211459.02449987,15,1,0,1,23,"Physik",6,3,3,3,3,3
81.25,120,75769.9323749912,"l","accuracy","ta1999ma","1","o","a","1","0","0",7,1,700,"Tue Mar 28 10:14:18 2023",0,"sehr leicht","speed","Experiment.osexp","Bild_s4_o_9.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",0,0,0,"a",-5,-5,"a","a",859.893499989994,859.893499989994,5,NA,415109.430700075,NA,378449.322800036,NA,415970.100900042,414799.974200083,17714.9353000568,NA,NA,6823.22620006744,NA,NA,414807.790599996,414048.661899986,NA,411360.845800024,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,415970.183800091,NA,394626.285400009,405679.737000028,NA,NA,NA,413747.455500066,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,411360.726800049,NA,NA,414042.695300072,6823.36819998454,415109.532500035,6823.40069999918,414799.859100021,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,13,1212318.91799986,16,1,0,1,23,"Physik",6,3,3,3,3,3
82.3529411764706,120,71378.0006823431,"l","accuracy","ta1999ma","1","o","a","1","0","0",8,1,700,"Tue Mar 28 10:14:18 2023",0,"sehr leicht","speed","Experiment.osexp","Bild_s4_o_5.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",0,0,0,"a",0,0,"a","a",1107.09359997418,1107.09359997418,5,NA,417486.221300089,NA,378449.322800036,NA,418594.132700004,417176.724900026,17714.9353000568,NA,NA,6823.22620006744,NA,NA,417184.598800028,416311.42849999,NA,416432.187100057,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,418594.219600083,NA,394626.285400009,405679.737000028,NA,NA,NA,416010.270999977,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,416432.058000006,NA,NA,416305.451699998,6823.36819998454,417486.327000079,6823.40069999918,417176.626100088,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,14,1213426.01159983,17,1,0,1,23,"Physik",6,3,3,3,3,3
83.3333333333333,120,67450.8954722163,"l","accuracy","ta1999ma","1","o","a","1","0","0",9,1,700,"Tue Mar 28 10:14:18 2023",0,"sehr leicht","speed","Experiment.osexp","Bild_s4_o_23.png",1080,"ma",1999,"ta","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-5.csv",0,0,0,"a",5,5,"a","a",690.106900059618,690.106900059618,5,NA,419983.17380005,NA,378449.322800036,NA,420674.368500011,419672.890200047,17714.9353000568,NA,NA,6823.22620006744,NA,NA,419680.755999987,418927.116999985,NA,416432.187100057,NA,378565.746100037,7912.01920004096,48484.858400072,95512.0729000773,128731.563300011,160219.188300078,221831.020200043,378565.932100057,420674.458299996,NA,394626.285400009,405679.737000028,NA,NA,NA,418622.340300004,NA,NA,NA,NA,NA,NA,NA,378449.072499992,378557.617000071,NA,416432.058000006,NA,NA,418917.591299978,6823.36819998454,419983.368400019,6823.40069999918,419672.799100052,378447.906200076,NA,NA,7884.31590003893,NA,NA,239000.728700077,15,1214116.11849989,18,1,0,1,23,"Physik",6,3,3,3,3,3
