"accuracy","anzahl_gruppen","avg_rt","blauetaste","block","code","correct","correct_colour","correct_response","correct1","correct2","correct3","count_bildstimulus_3_1","count_block","cutoff","datetime","difficulty","difficulty_f","erstebedingung","experiment_file","filename","height","id_geburtsort","id_jahr","id_vater","linketaste","logfile","loose1","loose2","loose3","orangenetaste","punkte1","punkteimblock","response","response_tasteresponse_3_1","response_time","response_time_tasteresponse_3_1","subject_nr","time_bildershuffle","time_bildstimulus_3_1","time_block","time_block_tut","time_blockwerte_zuruecksetzten","time_cutoff_werte_und_punkte_3_1","time_definecorrectcolour_3_1","time_eingabemaske_kuerzel_python","time_ende_tutorial_1","time_ende_experimentierungsphase","time_experiment","time_feedback_serie","time_feedback_tutorial","time_fixationcross_3_1","time_grauesbild_3_1","time_gruppe_block","time_gruppe_tutorial","time_instruktionen_block","time_instruktionen_tutorial_1","time_introduction_1","time_introduction_2_1","time_introduction_3_punkte","time_introduction_3_speed","time_introduction_4_accuracy","time_introduction_5_feedback","time_leertaste_fuer_naechsten_bildschirm","time_logger_3_1","time_loop_block","time_loop_block_tut","time_minifeedbacknegativ_acc","time_minifeedbacknegativ_speed_slow","time_minifeedbacknegativ_speed_slowandwrong","time_minifeedbacknegativ_speed_wrong","time_minifeedbackpositiv_acc","time_minifeedbackpositiv_speed","time_new_inline_script","time_pause_zwischen_serie_1","time_pause_zwischen_serie_2","time_reset_feedback","time_reset_feedback_1","time_sequenz_block","time_sequenz_block_tut","time_sequenz_block_tut_1","time_sequenz_gruppe","time_sequenz_gruppe_tut","time_sequenz_serie","time_serie","time_set_to_zero","time_start","time_tasteresponse_3_1","time_testloopprepareglitchtutorial","time_trial_3_1","time_tutorial","time_tutorial_ende","time_tutorial_wiederholungscheck","time_vorgeplaenkel","time_warnhinweis_3sek","time_warnhinweis_5sek","time_warnung_tutorial_1","total_correct","total_response_time","total_responses","tutorial","tutorialpunkte","geschlecht","alter","studiengang","bildungsabschluss","haendig1","haendig2","haendig3","haendig4","haendig_mean"
100,96,70291.7983110658,"l","accuracy","ut2000we","1","o","a","1","0","0",0,1,700,"Tue Mar 28 14:21:08 2023",3,"sehr schwer","accuracy","Experiment.osexp","Bild_s1_o_18.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",5,5,"a","a",1019.28480004426,1019.28480004426,8,NA,207619.357999996,NA,182383.381299907,NA,208639.390799915,207311.437999946,16143.7195999315,NA,NA,12499.1658999352,NA,NA,207318.760699942,NA,NA,206784.331999952,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,208639.46179999,NA,206783.38649997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,206784.285399946,NA,NA,NA,12499.2710999213,207619.436699897,12499.2928999709,207311.228099978,182382.400000002,NA,NA,13238.5096999351,NA,NA,130019.079099991,9,632626.184799592,9,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,63330.0628999481,"l","accuracy","ut2000we","1","b","l","1","0","0",1,1,700,"Tue Mar 28 14:21:08 2023",3,"sehr schwer","accuracy","Experiment.osexp","Bild_s1_b_14.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",10,10,"l","l",674.444199888967,674.444199888967,8,NA,209836.113999947,NA,182383.381299907,NA,210511.301599909,209527.632999932,16143.7195999315,NA,NA,12499.1658999352,NA,NA,209534.982999903,209007.680799928,NA,206784.331999952,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,210511.369199958,NA,206783.38649997,NA,NA,NA,NA,208706.679299939,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,206784.285399946,NA,NA,209002.102099941,12499.2710999213,209836.274400004,12499.2928999709,209527.555299923,182382.400000002,NA,NA,13238.5096999351,NA,NA,130019.079099991,10,633300.628999481,10,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,57617.5304454095,"l","accuracy","ut2000we","1","o","a","1","0","0",2,1,700,"Tue Mar 28 14:21:08 2023",2,"eher schwer","accuracy","Experiment.osexp","Bild_s2_o_17.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",15,15,"a","a",492.205900023691,492.205900023691,8,NA,211714.430099935,NA,182383.381299907,NA,212207.315399894,211406.716899946,16143.7195999315,NA,NA,12499.1658999352,NA,NA,211414.051199914,210841.107999906,NA,210913.396699936,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,212207.383899949,NA,206783.38649997,NA,NA,NA,NA,210540.387099958,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,210913.322799955,NA,NA,210835.666599916,12499.2710999213,211714.511199971,12499.2928999709,211406.635499909,182382.400000002,NA,NA,13238.5096999351,NA,NA,130019.079099991,11,633792.834899505,11,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,52864.4087166273,"l","accuracy","ut2000we","1","o","a","1","0","0",3,1,700,"Tue Mar 28 14:21:08 2023",2,"eher schwer","accuracy","Experiment.osexp","Bild_s2_o_3.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",20,20,"a","a",580.069700023159,580.069700023159,8,NA,213370.548999985,NA,182383.381299907,NA,213951.323599904,213062.5611,16143.7195999315,NA,NA,12499.1658999352,NA,NA,213069.520099903,212534.603899927,NA,210913.396699936,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,213951.391799957,NA,206783.38649997,NA,NA,NA,NA,212234.023700003,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,210913.322799955,NA,NA,212529.252999928,12499.2710999213,213370.637999964,12499.2928999709,213062.483999995,182382.400000002,NA,NA,13238.5096999351,NA,NA,130019.079099991,12,634372.904599528,12,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,48829.4791768914,"l","accuracy","ut2000we","1","o","a","1","0","0",4,1,700,"Tue Mar 28 14:21:08 2023",1,"eher leicht","accuracy","Experiment.osexp","Bild_s3_o_11.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",25,25,"a","a",410.324700060301,410.324700060301,8,NA,215140.196399996,NA,182383.381299907,NA,215551.127999905,214832.187599968,16143.7195999315,NA,NA,12499.1658999352,NA,NA,214839.267099975,214267.789299949,NA,214336.857099901,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,215551.19509995,NA,206783.38649997,NA,NA,NA,NA,213967.157999985,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,214336.786999949,NA,NA,214262.529899948,12499.2710999213,215140.385999926,12499.2928999709,214832.108599949,182382.400000002,NA,NA,13238.5096999351,NA,NA,130019.079099991,13,634783.229299588,13,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,45601.0542356858,"l","accuracy","ut2000we","1","o","a","1","0","0",5,1,700,"Tue Mar 28 14:21:08 2023",1,"eher leicht","accuracy","Experiment.osexp","Bild_s3_o_2.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",30,30,"a","a",3631.5300000133,3631.5300000133,8,NA,216703.093699994,NA,182383.381299907,NA,220335.204300005,216395.255499985,16143.7195999315,NA,NA,12499.1658999352,NA,NA,216402.564699994,215867.594199954,NA,214336.857099901,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,220335.276999976,NA,206783.38649997,NA,NA,NA,NA,215566.767999902,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,214336.786999949,NA,NA,215862.231899984,12499.2710999213,216703.184499987,12499.2928999709,216395.176699967,182382.400000002,NA,NA,13238.5096999351,NA,NA,130019.079099991,14,638414.759299601,14,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,42601.5288866358,"l","accuracy","ut2000we","1","b","l","1","0","0",6,1,700,"Tue Mar 28 14:21:08 2023",0,"sehr leicht","accuracy","Experiment.osexp","Bild_s4_b_13.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",35,35,"l","l",608.173999935389,608.173999935389,8,NA,222510.431499919,NA,182383.381299907,NA,223119.127599988,222202.632799977,16143.7195999315,NA,NA,12499.1658999352,NA,NA,222209.319699905,221659.963999991,NA,221734.429099946,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,223119.19379991,NA,206783.38649997,NA,NA,NA,NA,220358.063399908,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,221734.353599953,NA,NA,221654.511299916,12499.2710999213,222510.528399958,12499.2928999709,222202.546599903,182382.400000002,NA,NA,13238.5096999351,220659.171599895,NA,130019.079099991,15,639022.933299537,15,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,39973.8460749722,"l","accuracy","ut2000we","1","b","l","1","0","0",7,1,700,"Tue Mar 28 14:21:08 2023",0,"sehr leicht","accuracy","Experiment.osexp","Bild_s4_b_7.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",40,40,"l","l",558.603900019079,558.603900019079,8,NA,224272.012599977,NA,182383.381299907,NA,224831.375299953,223963.324599899,16143.7195999315,NA,NA,12499.1658999352,NA,NA,223970.571299898,223441.10159995,NA,221734.429099946,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,224831.446199911,NA,206783.38649997,NA,NA,NA,NA,223140.352499904,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,221734.353599953,NA,NA,223435.634599999,12499.2710999213,224272.099099937,12499.2928999709,223963.2482999,182382.400000002,NA,NA,13238.5096999351,220659.171599895,NA,130019.079099991,16,639581.537199556,16,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,37656.2989529167,"l","accuracy","ut2000we","1","o","a","1","0","0",8,1,700,"Tue Mar 28 14:21:08 2023",0,"sehr leicht","accuracy","Experiment.osexp","Bild_s4_o_17.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",45,45,"a","a",575.545000028796,575.545000028796,8,NA,226015.035099932,NA,182383.381299907,NA,226591.415799921,225706.941599958,16143.7195999315,NA,NA,12499.1658999352,NA,NA,225714.245699928,225147.759199957,NA,225221.123499912,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,226591.482099961,NA,206783.38649997,NA,NA,NA,NA,224846.944799996,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,225221.049099928,NA,NA,225142.229199992,12499.2710999213,226015.147999977,12499.2928999709,225706.864499953,182382.400000002,NA,NA,13238.5096999351,220659.171599895,NA,130019.079099991,17,640157.082199585,17,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
100,96,35590.0868777535,"l","accuracy","ut2000we","1","b","l","1","0","0",9,1,700,"Tue Mar 28 14:21:08 2023",0,"sehr leicht","accuracy","Experiment.osexp","Bild_s4_b_12.png",1080,"we",2000,"ut","orangene","C:/Users/steff/Documents/Universität/Master Psychologie/SS 2022/Masterarbeit/Experiment/subject-8.csv",0,0,0,"a",50,50,"l","l",464.481599978171,464.481599978171,8,NA,227758.12569994,NA,182383.381299907,NA,228223.330099951,227449.616299942,16143.7195999315,NA,NA,12499.1658999352,NA,NA,227456.523199915,226921.906400006,NA,225221.123499912,NA,182476.015199907,13254.8427999718,47911.5084999939,60324.6155999368,78023.608099902,113558.874899987,119907.357899938,182476.120100007,228223.401699914,NA,206783.38649997,NA,NA,NA,NA,226621.38139992,NA,NA,NA,NA,NA,NA,NA,182383.198399912,182468.914399971,NA,225221.049099928,NA,NA,226916.475199978,12499.2710999213,227758.215199923,12499.2928999709,227449.53819993,182382.400000002,NA,NA,13238.5096999351,220659.171599895,NA,130019.079099991,18,640621.563799563,18,1,0,1,23,"Germanistik und Romanistik mit Lehramtsoption",5,3,3,3,3,3
